name,cpm,position,promo_position,org_position,type,query,created_at,is_promo,city
Зубная щётка ортодонтическая для брекетов,190,13,13.0,71,c,зубная щетка для брекетов,2025-07-07 20:50:00,1,Новосибирск
Зубная щётка ортодонтическая для брекетов,190,21,21.0,76,c,зубная щетка для брекетов,2025-07-07 20:50:00,1,Новосибирск
Зубная щётка для брекетов монопучковая END-TUFT,190,22,22.0,76,c,зубная щетка для брекетов,2025-07-07 20:50:00,1,Новосибирск
Зубная щётка для брекетов монопучковая END-TUFT,0,25,,25,-,зубная щетка для брекетов,2025-07-07 20:50:00,0,Новосибирск
Зубная щётка и паста для брекетов ORTHO Braces,190,36,36.0,112,c,зубная щетка для брекетов,2025-07-07 20:50:00,1,Новосибирск
"Зубная щётка для брекет-систем, ортодонтическая, 6 мил, 1 шт",0,172,,72,-,зубная щетка для брекетов,2025-07-07 20:50:00,0,Новосибирск
Зубная щётка жесткая щетина черная Smokers,598,10,10.0,266,c,зубная щетка,2025-07-07 21:00:00,1,Москва
Зубная щетка средней жесткости с черной щетиной Classic,515,24,24.0,467,c,зубная щетка,2025-07-07 21:00:00,1,Москва
Зубная щетка жесткая 2 шт. Smokers,0,27,,27,-,зубная щетка,2025-07-07 21:00:00,0,Москва
Зубная щетка средней жесткости черная PROFI 2000,190,41,41.0,292,c,зубная щетка,2025-07-07 21:00:00,1,Москва
Зубная щетка средняя Exclusive 2 шт,190,52,52.0,309,c,зубная щетка,2025-07-07 21:00:00,1,Москва
Зубная щётка жесткая для отбеливания зубов White,190,71,71.0,357,c,зубная щетка,2025-07-07 21:00:00,1,Москва
Зубная щётка жесткая для отбеливания зубов White,245,84,84.0,448,c,зубная щетка,2025-07-07 21:00:00,1,Москва
Зубная щетка средней жесткости оранжевая Exclusive,190,85,85.0,403,c,зубная щетка,2025-07-07 21:00:00,1,Москва
Зубные щетки средней жесткости 2шт,190,87,87.0,394,c,зубная щетка,2025-07-07 21:00:00,1,Москва
Зубная щётка жесткая щетина оранжевая Smokers,0,89,,89,-,зубная щетка,2025-07-07 21:00:00,0,Москва
Зубная щетка средняя Classic 2 шт,280,91,91.0,552,c,зубная щетка,2025-07-07 21:00:00,1,Москва
Зубная щетка с натуральной щетиной,0,99,,99,-,зубная щетка,2025-07-07 21:00:00,0,Москва
Зубная щетка Pure средней жесткости 2 шт,0,101,,1,-,зубная щетка,2025-07-07 21:00:00,0,Москва
Зубная щетка средней жесткости фиолетовая Exclusive,0,102,,2,-,зубная щетка,2025-07-07 21:00:00,0,Москва
Зубная щётка и паста отбеливающие для курящих Smokers,0,106,,6,-,зубная щетка,2025-07-07 21:00:00,0,Москва
Зубная щетка мягкая 2 шт,0,107,,7,-,зубная щетка,2025-07-07 21:00:00,0,Москва
Зубная щетка подростковая оранжевая,0,108,,8,-,зубная щетка,2025-07-07 21:00:00,0,Москва
Зубная щетка детская,0,120,,20,-,зубная щетка,2025-07-07 21:00:00,0,Москва
Зубная щётка мягкая 2 штуки,0,123,,23,-,зубная щетка,2025-07-07 21:00:00,0,Москва
Зубная щетка средней жесткости белая PROFI 2000,0,126,,26,-,зубная щетка,2025-07-07 21:00:00,0,Москва
Зубная щётка мягкая Soft 4000,0,127,,27,-,зубная щетка,2025-07-07 21:00:00,0,Москва
Зубная щетка средней жесткости с желтой щетиной Classic,0,133,,33,-,зубная щетка,2025-07-07 21:00:00,0,Москва
Зубная щётка мягкая Soft 4000,0,135,,35,-,зубная щетка,2025-07-07 21:00:00,0,Москва
Зубная щётка жесткая для отбеливания зубов White,0,138,,38,-,зубная щетка,2025-07-07 21:00:00,0,Москва
Зубная щетка с натуральной щетиной,0,141,,41,-,зубная щетка,2025-07-07 21:00:00,0,Москва
Зубная щетка Pure средней жесткости,0,143,,43,-,зубная щетка,2025-07-07 21:00:00,0,Москва
Зубные щетки мягкие 2 шт,0,162,,62,-,зубная щетка,2025-07-07 21:00:00,0,Москва
Зубная щётка для чувствительных зубов,0,164,,64,-,зубная щетка,2025-07-07 21:00:00,0,Москва
Щетка для очищения зубных протезов двухсторонняя,0,169,,69,-,зубная щетка,2025-07-07 21:00:00,0,Москва
Зубная щетка и паста для подростков 12+,0,182,,82,-,зубная щетка,2025-07-07 21:00:00,0,Москва
Зубная щётка и паста отбеливающая с фтором,0,183,,83,-,зубная щетка,2025-07-07 21:00:00,0,Москва
Зубная щетка с натуральной щетиной,0,185,,85,-,зубная щетка,2025-07-07 21:00:00,0,Москва
Зубная щетка детская,0,188,,88,-,зубная щетка,2025-07-07 21:00:00,0,Москва
Зубная щётка подростковая GenerationZ,0,198,,98,-,зубная щетка,2025-07-07 21:00:00,0,Москва
Зубная щетка средней жесткости фиолетовая Exclusive,295,9,9.0,108,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Москва
Зубная щетка средней жесткости оранжевая Exclusive,190,11,11.0,107,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Москва
Зубная щетка средней жесткости с черной щетиной Classic,515,14,14.0,132,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Москва
Зубная щетка средней жесткости с желтой щетиной Classic,0,22,,22,-,зубная щетка средней жесткости,2025-07-07 21:00:00,0,Москва
Зубная щетка Pure средней жесткости 2 шт,695,23,23.0,236,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Москва
Зубная щетка средней жесткости classic 1 шт,190,27,27.0,110,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Москва
Зубная щетка средней жесткости черная PROFI 2000,190,28,28.0,110,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Москва
Зубная щетка средней жесткости белая PROFI 2000,190,36,36.0,120,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Москва
Зубные щетки средней жесткости 2шт,190,41,41.0,142,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Москва
Зубная щетка средняя Exclusive 2 шт,190,57,57.0,229,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Москва
Зубная щётка жесткая для отбеливания зубов White,190,64,64.0,259,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Москва
Зубная щётка для чувствительных десен Active,190,66,66.0,262,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Москва
Зубная щетка Pure средней жесткости,0,69,,69,-,зубная щетка средней жесткости,2025-07-07 21:00:00,0,Москва
Зубная щетка средняя Classic 2 шт,280,75,75.0,462,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Москва
Зубная щетка жесткая 2 шт. Smokers,0,87,,87,-,зубная щетка средней жесткости,2025-07-07 21:00:00,0,Москва
Зубная щетка Pure средней жесткости,0,184,,84,-,зубная щетка средней жесткости,2025-07-07 21:00:00,0,Москва
Зубная щётка для брекетов ортодонтическая 2 шт,2000,3,3.0,76,c,зубная щетка для брекетов,2025-07-07 21:00:00,1,Москва
Зубная щётка ортодонтическая для брекетов,190,10,10.0,71,c,зубная щетка для брекетов,2025-07-07 21:00:00,1,Москва
Зубная щётка ортодонтическая для брекетов,190,13,13.0,71,c,зубная щетка для брекетов,2025-07-07 21:00:00,1,Москва
Зубная щётка ортодонтическая для брекетов,190,21,21.0,76,c,зубная щетка для брекетов,2025-07-07 21:00:00,1,Москва
Зубная щётка для брекетов монопучковая END-TUFT,190,22,22.0,76,c,зубная щетка для брекетов,2025-07-07 21:00:00,1,Москва
Зубная щётка для брекетов монопучковая END-TUFT,0,25,,25,-,зубная щетка для брекетов,2025-07-07 21:00:00,0,Москва
Зубная щётка и паста для брекетов ORTHO Braces,190,36,36.0,112,c,зубная щетка для брекетов,2025-07-07 21:00:00,1,Москва
"Зубная щётка для брекет-систем, ортодонтическая, 6 мил, 1 шт",0,172,,72,-,зубная щетка для брекетов,2025-07-07 21:00:00,0,Москва
Зубная щётка жесткая щетина черная Smokers,598,10,10.0,266,c,зубная щетка,2025-07-07 21:00:00,1,Санкт-Петербург
Зубная щетка средней жесткости с черной щетиной Classic,515,24,24.0,467,c,зубная щетка,2025-07-07 21:00:00,1,Санкт-Петербург
Зубная щетка жесткая 2 шт. Smokers,0,27,,27,-,зубная щетка,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щетка средней жесткости черная PROFI 2000,190,41,41.0,292,c,зубная щетка,2025-07-07 21:00:00,1,Санкт-Петербург
Зубная щетка средняя Exclusive 2 шт,190,52,52.0,309,c,зубная щетка,2025-07-07 21:00:00,1,Санкт-Петербург
Зубная щётка жесткая для отбеливания зубов White,190,71,71.0,357,c,зубная щетка,2025-07-07 21:00:00,1,Санкт-Петербург
Зубная щётка жесткая для отбеливания зубов White,245,84,84.0,448,c,зубная щетка,2025-07-07 21:00:00,1,Санкт-Петербург
Зубная щетка средней жесткости оранжевая Exclusive,190,85,85.0,403,c,зубная щетка,2025-07-07 21:00:00,1,Санкт-Петербург
Зубные щетки средней жесткости 2шт,190,87,87.0,394,c,зубная щетка,2025-07-07 21:00:00,1,Санкт-Петербург
Зубная щётка жесткая щетина оранжевая Smokers,0,89,,89,-,зубная щетка,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щетка средняя Classic 2 шт,280,91,91.0,552,c,зубная щетка,2025-07-07 21:00:00,1,Санкт-Петербург
Зубная щетка с натуральной щетиной,0,99,,99,-,зубная щетка,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щетка Pure средней жесткости 2 шт,0,101,,1,-,зубная щетка,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щетка средней жесткости фиолетовая Exclusive,0,102,,2,-,зубная щетка,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щётка и паста отбеливающие для курящих Smokers,0,106,,6,-,зубная щетка,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щетка мягкая 2 шт,0,107,,7,-,зубная щетка,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щетка подростковая оранжевая,0,108,,8,-,зубная щетка,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щетка детская,0,120,,20,-,зубная щетка,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щётка мягкая 2 штуки,0,123,,23,-,зубная щетка,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щетка средней жесткости белая PROFI 2000,0,126,,26,-,зубная щетка,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щётка мягкая Soft 4000,0,127,,27,-,зубная щетка,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щетка средней жесткости с желтой щетиной Classic,0,133,,33,-,зубная щетка,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щётка мягкая Soft 4000,0,135,,35,-,зубная щетка,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щётка жесткая для отбеливания зубов White,0,138,,38,-,зубная щетка,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щетка с натуральной щетиной,0,141,,41,-,зубная щетка,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щетка Pure средней жесткости,0,143,,43,-,зубная щетка,2025-07-07 21:00:00,0,Санкт-Петербург
Зубные щетки мягкие 2 шт,0,162,,62,-,зубная щетка,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щётка для чувствительных зубов,0,164,,64,-,зубная щетка,2025-07-07 21:00:00,0,Санкт-Петербург
Щетка для очищения зубных протезов двухсторонняя,0,169,,69,-,зубная щетка,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щетка и паста для подростков 12+,0,182,,82,-,зубная щетка,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щётка и паста отбеливающая с фтором,0,183,,83,-,зубная щетка,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щетка с натуральной щетиной,0,185,,85,-,зубная щетка,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щетка детская,0,188,,88,-,зубная щетка,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щётка подростковая GenerationZ,0,198,,98,-,зубная щетка,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щетка средней жесткости фиолетовая Exclusive,295,9,9.0,108,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Санкт-Петербург
Зубная щетка средней жесткости оранжевая Exclusive,190,11,11.0,107,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Санкт-Петербург
Зубная щетка средней жесткости с черной щетиной Classic,515,14,14.0,132,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Санкт-Петербург
Зубная щетка средней жесткости с желтой щетиной Classic,0,22,,22,-,зубная щетка средней жесткости,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щетка Pure средней жесткости 2 шт,695,23,23.0,236,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Санкт-Петербург
Зубная щетка средней жесткости classic 1 шт,190,27,27.0,110,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Санкт-Петербург
Зубная щетка средней жесткости черная PROFI 2000,190,28,28.0,110,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Санкт-Петербург
Зубная щетка средней жесткости белая PROFI 2000,190,36,36.0,120,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Санкт-Петербург
Зубные щетки средней жесткости 2шт,190,41,41.0,142,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Санкт-Петербург
Зубная щетка средняя Exclusive 2 шт,190,57,57.0,229,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Санкт-Петербург
Зубная щётка жесткая для отбеливания зубов White,190,64,64.0,259,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Санкт-Петербург
Зубная щётка для чувствительных десен Active,190,66,66.0,262,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Санкт-Петербург
Зубная щетка Pure средней жесткости,0,69,,69,-,зубная щетка средней жесткости,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щетка средняя Classic 2 шт,280,75,75.0,462,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Санкт-Петербург
Зубная щетка жесткая 2 шт. Smokers,0,87,,87,-,зубная щетка средней жесткости,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щетка Pure средней жесткости,0,184,,84,-,зубная щетка средней жесткости,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щётка для брекетов ортодонтическая 2 шт,2000,3,3.0,76,c,зубная щетка для брекетов,2025-07-07 21:00:00,1,Санкт-Петербург
Зубная щётка ортодонтическая для брекетов,190,10,10.0,71,c,зубная щетка для брекетов,2025-07-07 21:00:00,1,Санкт-Петербург
Зубная щётка ортодонтическая для брекетов,190,13,13.0,71,c,зубная щетка для брекетов,2025-07-07 21:00:00,1,Санкт-Петербург
Зубная щётка ортодонтическая для брекетов,190,21,21.0,76,c,зубная щетка для брекетов,2025-07-07 21:00:00,1,Санкт-Петербург
Зубная щётка для брекетов монопучковая END-TUFT,190,22,22.0,76,c,зубная щетка для брекетов,2025-07-07 21:00:00,1,Санкт-Петербург
Зубная щётка для брекетов монопучковая END-TUFT,0,25,,25,-,зубная щетка для брекетов,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щётка и паста для брекетов ORTHO Braces,190,36,36.0,113,c,зубная щетка для брекетов,2025-07-07 21:00:00,1,Санкт-Петербург
"Зубная щётка для брекет-систем, ортодонтическая, 6 мил, 1 шт",0,173,,73,-,зубная щетка для брекетов,2025-07-07 21:00:00,0,Санкт-Петербург
Зубная щётка жесткая щетина черная Smokers,598,10,10.0,266,c,зубная щетка,2025-07-07 21:00:00,1,Казань
Зубная щетка средней жесткости с черной щетиной Classic,515,24,24.0,467,c,зубная щетка,2025-07-07 21:00:00,1,Казань
Зубная щетка жесткая 2 шт. Smokers,0,27,,27,-,зубная щетка,2025-07-07 21:00:00,0,Казань
Зубная щетка средней жесткости черная PROFI 2000,190,41,41.0,292,c,зубная щетка,2025-07-07 21:00:00,1,Казань
Зубная щетка средняя Exclusive 2 шт,190,52,52.0,309,c,зубная щетка,2025-07-07 21:00:00,1,Казань
Зубная щётка жесткая для отбеливания зубов White,190,71,71.0,357,c,зубная щетка,2025-07-07 21:00:00,1,Казань
Зубная щётка жесткая для отбеливания зубов White,245,84,84.0,448,c,зубная щетка,2025-07-07 21:00:00,1,Казань
Зубная щетка средней жесткости оранжевая Exclusive,190,85,85.0,403,c,зубная щетка,2025-07-07 21:00:00,1,Казань
Зубные щетки средней жесткости 2шт,190,87,87.0,394,c,зубная щетка,2025-07-07 21:00:00,1,Казань
Зубная щётка жесткая щетина оранжевая Smokers,0,89,,89,-,зубная щетка,2025-07-07 21:00:00,0,Казань
Зубная щетка средняя Classic 2 шт,280,91,91.0,552,c,зубная щетка,2025-07-07 21:00:00,1,Казань
Зубная щетка с натуральной щетиной,0,99,,99,-,зубная щетка,2025-07-07 21:00:00,0,Казань
Зубная щетка Pure средней жесткости 2 шт,0,101,,1,-,зубная щетка,2025-07-07 21:00:00,0,Казань
Зубная щетка средней жесткости фиолетовая Exclusive,0,102,,2,-,зубная щетка,2025-07-07 21:00:00,0,Казань
Зубная щётка и паста отбеливающие для курящих Smokers,0,106,,6,-,зубная щетка,2025-07-07 21:00:00,0,Казань
Зубная щетка мягкая 2 шт,0,107,,7,-,зубная щетка,2025-07-07 21:00:00,0,Казань
Зубная щетка подростковая оранжевая,0,108,,8,-,зубная щетка,2025-07-07 21:00:00,0,Казань
Зубная щетка детская,0,120,,20,-,зубная щетка,2025-07-07 21:00:00,0,Казань
Зубная щётка мягкая 2 штуки,0,123,,23,-,зубная щетка,2025-07-07 21:00:00,0,Казань
Зубная щетка средней жесткости белая PROFI 2000,0,126,,26,-,зубная щетка,2025-07-07 21:00:00,0,Казань
Зубная щётка мягкая Soft 4000,0,127,,27,-,зубная щетка,2025-07-07 21:00:00,0,Казань
Зубная щетка средней жесткости с желтой щетиной Classic,0,133,,33,-,зубная щетка,2025-07-07 21:00:00,0,Казань
Зубная щётка мягкая Soft 4000,0,135,,35,-,зубная щетка,2025-07-07 21:00:00,0,Казань
Зубная щётка жесткая для отбеливания зубов White,0,138,,38,-,зубная щетка,2025-07-07 21:00:00,0,Казань
Зубная щетка с натуральной щетиной,0,141,,41,-,зубная щетка,2025-07-07 21:00:00,0,Казань
Зубная щетка Pure средней жесткости,0,143,,43,-,зубная щетка,2025-07-07 21:00:00,0,Казань
Зубные щетки мягкие 2 шт,0,162,,62,-,зубная щетка,2025-07-07 21:00:00,0,Казань
Зубная щётка для чувствительных зубов,0,164,,64,-,зубная щетка,2025-07-07 21:00:00,0,Казань
Щетка для очищения зубных протезов двухсторонняя,0,169,,69,-,зубная щетка,2025-07-07 21:00:00,0,Казань
Зубная щетка и паста для подростков 12+,0,182,,82,-,зубная щетка,2025-07-07 21:00:00,0,Казань
Зубная щётка и паста отбеливающая с фтором,0,183,,83,-,зубная щетка,2025-07-07 21:00:00,0,Казань
Зубная щетка с натуральной щетиной,0,185,,85,-,зубная щетка,2025-07-07 21:00:00,0,Казань
Зубная щетка детская,0,188,,88,-,зубная щетка,2025-07-07 21:00:00,0,Казань
Зубная щётка подростковая GenerationZ,0,198,,98,-,зубная щетка,2025-07-07 21:00:00,0,Казань
Зубная щетка средней жесткости фиолетовая Exclusive,295,9,9.0,108,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Казань
Зубная щетка средней жесткости оранжевая Exclusive,190,11,11.0,107,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Казань
Зубная щетка средней жесткости с черной щетиной Classic,515,14,14.0,132,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Казань
Зубная щетка средней жесткости с желтой щетиной Classic,0,22,,22,-,зубная щетка средней жесткости,2025-07-07 21:00:00,0,Казань
Зубная щетка Pure средней жесткости 2 шт,695,23,23.0,236,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Казань
Зубная щетка средней жесткости classic 1 шт,190,27,27.0,110,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Казань
Зубная щетка средней жесткости черная PROFI 2000,190,28,28.0,110,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Казань
Зубная щетка средней жесткости белая PROFI 2000,190,36,36.0,120,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Казань
Зубные щетки средней жесткости 2шт,190,41,41.0,142,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Казань
Зубная щетка средняя Exclusive 2 шт,190,57,57.0,229,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Казань
Зубная щётка жесткая для отбеливания зубов White,190,64,64.0,259,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Казань
Зубная щётка для чувствительных десен Active,190,66,66.0,262,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Казань
Зубная щетка Pure средней жесткости,0,69,,69,-,зубная щетка средней жесткости,2025-07-07 21:00:00,0,Казань
Зубная щетка средняя Classic 2 шт,280,75,75.0,462,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Казань
Зубная щетка жесткая 2 шт. Smokers,0,87,,87,-,зубная щетка средней жесткости,2025-07-07 21:00:00,0,Казань
Зубная щетка Pure средней жесткости,0,184,,84,-,зубная щетка средней жесткости,2025-07-07 21:00:00,0,Казань
Зубная щётка для брекетов ортодонтическая 2 шт,2000,3,3.0,76,c,зубная щетка для брекетов,2025-07-07 21:00:00,1,Казань
Зубная щётка ортодонтическая для брекетов,190,10,10.0,71,c,зубная щетка для брекетов,2025-07-07 21:00:00,1,Казань
Зубная щётка ортодонтическая для брекетов,190,13,13.0,71,c,зубная щетка для брекетов,2025-07-07 21:00:00,1,Казань
Зубная щётка ортодонтическая для брекетов,190,21,21.0,76,c,зубная щетка для брекетов,2025-07-07 21:00:00,1,Казань
Зубная щётка для брекетов монопучковая END-TUFT,190,22,22.0,76,c,зубная щетка для брекетов,2025-07-07 21:00:00,1,Казань
Зубная щётка для брекетов монопучковая END-TUFT,0,25,,25,-,зубная щетка для брекетов,2025-07-07 21:00:00,0,Казань
Зубная щётка и паста для брекетов ORTHO Braces,190,36,36.0,113,c,зубная щетка для брекетов,2025-07-07 21:00:00,1,Казань
"Зубная щётка для брекет-систем, ортодонтическая, 6 мил, 1 шт",0,173,,73,-,зубная щетка для брекетов,2025-07-07 21:00:00,0,Казань
Зубная щётка жесткая щетина черная Smokers,598,10,10.0,266,c,зубная щетка,2025-07-07 21:00:00,1,Новосибирск
Зубная щетка средней жесткости с черной щетиной Classic,515,24,24.0,467,c,зубная щетка,2025-07-07 21:00:00,1,Новосибирск
Зубная щетка жесткая 2 шт. Smokers,0,27,,27,-,зубная щетка,2025-07-07 21:00:00,0,Новосибирск
Зубная щетка средней жесткости черная PROFI 2000,190,41,41.0,292,c,зубная щетка,2025-07-07 21:00:00,1,Новосибирск
Зубная щетка средняя Exclusive 2 шт,190,52,52.0,309,c,зубная щетка,2025-07-07 21:00:00,1,Новосибирск
Зубная щётка жесткая для отбеливания зубов White,190,71,71.0,357,c,зубная щетка,2025-07-07 21:00:00,1,Новосибирск
Зубная щётка жесткая для отбеливания зубов White,245,84,84.0,448,c,зубная щетка,2025-07-07 21:00:00,1,Новосибирск
Зубная щетка средней жесткости оранжевая Exclusive,190,85,85.0,403,c,зубная щетка,2025-07-07 21:00:00,1,Новосибирск
Зубные щетки средней жесткости 2шт,190,87,87.0,394,c,зубная щетка,2025-07-07 21:00:00,1,Новосибирск
Зубная щётка жесткая щетина оранжевая Smokers,0,89,,89,-,зубная щетка,2025-07-07 21:00:00,0,Новосибирск
Зубная щетка средняя Classic 2 шт,280,91,91.0,552,c,зубная щетка,2025-07-07 21:00:00,1,Новосибирск
Зубная щетка с натуральной щетиной,0,99,,99,-,зубная щетка,2025-07-07 21:00:00,0,Новосибирск
Зубная щетка Pure средней жесткости 2 шт,0,101,,1,-,зубная щетка,2025-07-07 21:00:00,0,Новосибирск
Зубная щетка средней жесткости фиолетовая Exclusive,0,102,,2,-,зубная щетка,2025-07-07 21:00:00,0,Новосибирск
Зубная щётка и паста отбеливающие для курящих Smokers,0,106,,6,-,зубная щетка,2025-07-07 21:00:00,0,Новосибирск
Зубная щетка мягкая 2 шт,0,107,,7,-,зубная щетка,2025-07-07 21:00:00,0,Новосибирск
Зубная щетка подростковая оранжевая,0,108,,8,-,зубная щетка,2025-07-07 21:00:00,0,Новосибирск
Зубная щетка детская,0,120,,20,-,зубная щетка,2025-07-07 21:00:00,0,Новосибирск
Зубная щётка мягкая 2 штуки,0,123,,23,-,зубная щетка,2025-07-07 21:00:00,0,Новосибирск
Зубная щетка средней жесткости белая PROFI 2000,0,126,,26,-,зубная щетка,2025-07-07 21:00:00,0,Новосибирск
Зубная щётка мягкая Soft 4000,0,127,,27,-,зубная щетка,2025-07-07 21:00:00,0,Новосибирск
Зубная щетка средней жесткости с желтой щетиной Classic,0,133,,33,-,зубная щетка,2025-07-07 21:00:00,0,Новосибирск
Зубная щётка мягкая Soft 4000,0,135,,35,-,зубная щетка,2025-07-07 21:00:00,0,Новосибирск
Зубная щётка жесткая для отбеливания зубов White,0,138,,38,-,зубная щетка,2025-07-07 21:00:00,0,Новосибирск
Зубная щетка с натуральной щетиной,0,141,,41,-,зубная щетка,2025-07-07 21:00:00,0,Новосибирск
Зубная щетка Pure средней жесткости,0,143,,43,-,зубная щетка,2025-07-07 21:00:00,0,Новосибирск
Зубные щетки мягкие 2 шт,0,162,,62,-,зубная щетка,2025-07-07 21:00:00,0,Новосибирск
Зубная щётка для чувствительных зубов,0,164,,64,-,зубная щетка,2025-07-07 21:00:00,0,Новосибирск
Щетка для очищения зубных протезов двухсторонняя,0,169,,69,-,зубная щетка,2025-07-07 21:00:00,0,Новосибирск
Зубная щетка и паста для подростков 12+,0,182,,82,-,зубная щетка,2025-07-07 21:00:00,0,Новосибирск
Зубная щётка и паста отбеливающая с фтором,0,183,,83,-,зубная щетка,2025-07-07 21:00:00,0,Новосибирск
Зубная щетка с натуральной щетиной,0,185,,85,-,зубная щетка,2025-07-07 21:00:00,0,Новосибирск
Зубная щетка детская,0,188,,88,-,зубная щетка,2025-07-07 21:00:00,0,Новосибирск
Зубная щётка подростковая GenerationZ,0,198,,98,-,зубная щетка,2025-07-07 21:00:00,0,Новосибирск
Зубная щетка средней жесткости фиолетовая Exclusive,295,9,9.0,108,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Новосибирск
Зубная щетка средней жесткости оранжевая Exclusive,190,11,11.0,107,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Новосибирск
Зубная щетка средней жесткости с черной щетиной Classic,515,14,14.0,132,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Новосибирск
Зубная щетка средней жесткости с желтой щетиной Classic,0,22,,22,-,зубная щетка средней жесткости,2025-07-07 21:00:00,0,Новосибирск
Зубная щетка Pure средней жесткости 2 шт,695,23,23.0,236,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Новосибирск
Зубная щетка средней жесткости classic 1 шт,190,27,27.0,110,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Новосибирск
Зубная щетка средней жесткости черная PROFI 2000,190,28,28.0,110,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Новосибирск
Зубная щетка средней жесткости белая PROFI 2000,190,36,36.0,120,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Новосибирск
Зубные щетки средней жесткости 2шт,190,41,41.0,142,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Новосибирск
Зубная щетка средняя Exclusive 2 шт,190,57,57.0,229,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Новосибирск
Зубная щётка жесткая для отбеливания зубов White,190,64,64.0,259,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Новосибирск
Зубная щётка для чувствительных десен Active,190,66,66.0,262,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Новосибирск
